DATE,TASK,TIME FOCUSED
2022-07-13,PHYS 111,14.0
2022-07-13,PHYS 111,25.0
2022-07-13,PHYS 111,25.0
2022-07-13,PHYS 111,4.0
2022-07-12,PHYS 111,25.0
2022-07-12,PHYS 111,25.0
2022-07-12,PHYS 111,25.0
2022-06-18,PHYS 111,25.0
2022-06-18,PHYS 111,25.0
2022-06-18,PHYS 111,25.0
2022-06-15,PHYS 111,11.0
2022-06-15,PHYS 111,25.0
2022-06-15,PHYS 111,25.0
2022-06-14,PHYS 111,25.0
2022-06-14,PHYS 111,25.0
2022-06-12,PHYS 111,7.0
2022-06-12,PHYS 111,25.0
2022-06-11,PHYS 111,25.0
2022-06-11,PHYS 111,25.0
2022-06-11,PHYS 111,25.0
2022-06-11,PHYS 111,25.0
2022-06-11,PHYS 111,25.0
2022-06-11,PHYS 111,25.0
2022-06-07,PHYS 111,25.0
2022-06-05,PHYS 111,0.0
2022-06-05,PHYS 111,25.0
2022-06-03,PHYS 111,25.0
2022-06-02,PHYS 111,25.0
2022-06-02,PHYS 111,25.0
2022-06-02,PHYS 111,25.0
2022-06-01,PHYS 111,25.0
2022-06-01,PHYS 111,25.0
2022-06-01,PHYS 111,25.0
2022-05-08,PHYS 111,25.0
2022-05-08,ENG,7.0
2022-05-05,ENG,25.0
2022-05-04,ENG,15.0
2022-04-27,PHYS 111,30.0
2022-04-21,PHYS 111,30.0
2022-04-18,ENG,25.0
2022-04-11,ENG,25.0
2022-04-11,ENG,25.0
2022-04-07,ENG,25.0
2022-04-07,ENG,25.0
2022-04-07,ENG,25.0
2022-04-07,ENG,25.0
2022-04-06,ENG,50.0
2022-04-06,ENG,25.0
2022-04-06,ENG,1.0
2022-04-05,ENG,25.0
2022-04-05,ENG,25.0
2022-04-05,ENG,25.0
2022-04-05,ENG,25.0
2022-04-05,ENG,25.0
2022-04-05,PHYS 111,1.0
2022-04-04,PHYS 111,25.0
2022-04-04,PHYS 111,25.0
2022-04-04,PHYS 111,25.0
2022-04-04,PHYS 111,25.0
2022-04-04,PHYS 111,25.0
2022-04-04,PHYS 111,0.0
2022-04-04,PHYS 111,25.0
2022-03-30,PHYS 111,25.0
2022-03-30,PHYS 111,25.0
2022-03-30,PHYS 111,43.0
2022-03-28,PHYS 111,25.0
2022-03-28,PHYS 111,25.0
2022-03-24,ENG,25.0
2022-03-24,ENG,25.0
2022-03-24,PHYS 111,25.0
2022-03-24,ENG,25.0
2022-03-23,PHYS 111,25.0
2022-03-23,PHYS 111,25.0
2022-03-23,PHYS 111,25.0
2022-03-23,PHYS 111,25.0
2022-03-23,PHYS 111,25.0
2022-03-22,PHYS 111,25.0
2022-03-22,PHYS 111,25.0
2022-03-22,PHYS 111,25.0
2022-03-21,PHYS 111,25.0
2022-03-21,PHYS 111,25.0
2022-03-21,PHYS 111,25.0
2022-03-21,PHYS 111,25.0
2022-03-21,PHYS 111,25.0
2022-03-21,PHYS 111,25.0
2022-03-21,PHYS 111,25.0
2022-03-20,PHYS 111,25.0
2022-03-20,PHYS 111,25.0
2022-03-20,PHYS 111,25.0
2022-03-20,PHYS 111,25.0
2022-03-20,PHYS 111,25.0
2022-03-20,PHYS 111,25.0
2022-03-20,PHYS 111,25.0
2022-03-20,PHYS 111,15.0
2022-03-20,PHYS 111,5.0
2022-03-19,PHYS 111,50.0
2022-03-19,PHYS 111,50.0
2022-03-19,PHYS 111,25.0
2022-03-19,PHYS 111,25.0
2022-03-16,PHYS 111,25.0
2022-03-14,PHYS 111,25.0
2022-03-14,PHYS 111,25.0
2022-03-14,PHYS 111,25.0
2022-03-14,PHYS 111,25.0
2022-03-11,PHYS 111,25.0
2022-03-11,PHYS 111,25.0
2022-03-11,PHYS 111,25.0
2022-03-10,PHYS 111,25.0
2022-03-10,PHYS 111,25.0
2022-03-10,PHYS 111,25.0
2022-03-10,PHYS 111,0.0
2022-03-10,PHYS 111,25.0
2022-03-10,PHYS 111,25.0
2022-03-10,PHYS 111,25.0
2022-03-09,PHYS 111,25.0
2022-03-09,PHYS 111,25.0
2022-03-07,PHYS 111,25.0
2022-03-06,PHYS 111,25.0
2022-03-06,PHYS 111,25.0
2022-03-06,PHYS 111,25.0
2022-03-06,PHYS 111,25.0
2022-03-04,PHYS 111,25.0
2022-03-04,PHYS 111,25.0
2022-03-04,PHYS 111,25.0
2022-03-04,PHYS 111,25.0
2022-03-04,PHYS 111,25.0
2022-03-04,PHYS 111,25.0
2022-02-28,PHYS 111,25.0
